zip,state,comm_rate,res_rate,ind_rate
1822,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1824,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
1826,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1827,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1830,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1831,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1832,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1833,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1834,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1835,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1840,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1841,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1842,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1843,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1844,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1845,MA,0.1253130232828118,0.13680462164198404,0.12100244803414784
1850,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1851,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1852,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1853,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1854,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1860,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1862,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
1863,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1864,MA,0.12876703981896617,0.13343625881403884,0.12274094423490205
1865,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1866,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1867,MA,0.13335311632027433,0.14420332131753433,0.12368148487280536
1876,MA,0.11791474334853595,0.1432191136745419,0.11308223482594457
1879,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1880,MA,0.12775368435836507,0.14278228996976414,0.12091187694755247
1885,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1886,MA,0.11718666363966448,0.13814911739969693,0.11074652932960716
1887,MA,0.11791474334853595,0.1432191136745419,0.11308223482594457
1888,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
1889,MA,0.12257615317667538,0.13416414012664485,0.11488011441085115
1890,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
1899,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1901,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1902,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1903,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1904,MA,0.12316736701186076,0.13314659270739504,0.11813768942940266
1905,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1906,MA,0.13095768716994702,0.13920080494859227,0.12476555863656721
1907,MA,0.13370201713389573,0.14604789669327486,0.12398317502173538
1908,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1910,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1913,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1915,MA,0.12669715342967006,0.14678718224476275,0.12156869094515538
1921,MA,0.12839153093216604,0.1386123433758785,0.12666627553600215
1922,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1923,MA,0.13476805945999631,0.13898385549543207,0.12711099306605694
1929,MA,0.12080013089375875,0.13995148342096664,0.12183704622903631
1930,MA,0.12080013089375875,0.13995148342096664,0.12183704622903631
1931,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1936,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1937,MA,0.1525812513818262,0.16190212353361108,0.1367303585666256
1938,MA,0.12080013089375875,0.13995148342096664,0.12183704622903631
1940,MA,0.13432569448285384,0.13843315799726258,0.12749695943995595
1944,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1945,MA,0.13370201713389573,0.14604789669327486,0.12398317502173538
1949,MA,0.13273607507944282,0.1381805696006342,0.1250725132901893
1950,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1951,MA,0.12080013089375875,0.13995148342096664,0.12183704622903631
1952,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1960,MA,0.13273607507944282,0.1381805696006342,0.1250725132901893
1961,MA,0.14258310596358373,0.11996280750225813,0.12969492903791896
1965,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1966,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1969,MA,0.12080013089375875,0.13995148342096664,0.12183704622903631
1970,MA,0.13592228934131773,0.13952662439552066,0.12541111352578127
1971,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
1982,MA,0.12080013089375875,0.13995148342096664,0.12183704622903631
1983,MA,0.1332294750220981,0.14327029940742503,0.12867909214212686
1984,MA,0.12669715342967006,0.14678718224476275,0.12156869094515538
1985,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
2018,MA,0.1537082357252228,0.15636101419921314,0.14783311772315652
2019,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
2020,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2021,MA,0.12574726108535328,0.14462320750980062,0.11742183702444242
2025,MA,0.1270728148774689,0.14494014579996342,0.12526961066399903
2026,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2027,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2030,MA,0.12430797649031204,0.1484429949929482,0.11653283749417338
2032,MA,0.13374203217319416,0.14821887144944199,0.11971115695112385
2035,MA,0.12431166124004064,0.14204083710927679,0.11690688801640696
2038,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
2040,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
2041,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2043,MA,0.1270728148774689,0.14494014579996342,0.12526961066399903
2044,MA,0.1537082357252228,0.15636101419921314,0.14783311772315652
2045,MA,0.1270728148774689,0.14494014579996342,0.12526961066399903
2047,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
2048,MA,0.13521451469224344,0.14107042688502067,0.12801023373797304
2050,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
2051,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2052,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2053,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
2054,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2055,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
2056,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
2059,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2060,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
2061,MA,0.12414115985824543,0.14765848848905555,0.11967283548840565
2062,MA,0.13374203217319416,0.14821887144944199,0.11971115695112385
2065,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2066,MA,0.12414115985824543,0.14765848848905555,0.11967283548840565
2067,MA,0.13054950801016088,0.14189813247488706,0.12018542758089586
2070,MA,0.11375510445359197,0.1392297116003386,0.11398785713442026
2071,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
2072,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
2081,MA,0.12574726108535328,0.14462320750980062,0.11742183702444242
2090,MA,0.13374203217319416,0.14821887144944199,0.11971115695112385
2093,MA,0.11674939089150109,0.14548285706151617,0.11263276492971794
2101,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2108,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2109,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2110,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2111,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2112,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2113,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2114,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2115,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2116,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2117,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2118,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2119,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2120,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
2121,MA,0.11974367732941023,0.15173600252269373,0.11127767272501563
