zip,lat,lon,area,wealth,res_rate
70056,29.8930874,-90.02798670000001,967877.7,14757.063916892686,0.09229285434037607
37042,36.5604306,-87.4405786,967161.167002012,10667.948921035328,0.07250480755222634
71111,32.5849881,-93.69275309999999,967135.5400000005,16645.790747867693,0.09763681630792763
73162,35.58052990000001,-97.6385368,966588.26,21553.05191296203,0.09966131275640516
79924,31.8964712,-106.4288088,959793.3534540577,10378.531833113211,0.1128365028254346
67401,38.8619254,-97.654811,959759.5439302473,15290.893434823976,0.13356391769010956
97007,45.4501529,-122.8849111,958905.4929577459,22586.95806075813,0.05773856246981358
95758,38.4223702,-121.43419,958698.0013413808,21800.63337470009,0.13492272948773268
46307,41.39015759999999,-87.32149079999998,955527.7330650559,22400.872911133472,0.12849172155709027
92335,34.08378700000001,-117.4673845,954162.3608316564,9481.520571925741,0.12503858675468665
70001,29.9797336,-90.1635442,954060.1700000002,18004.93444046742,0.09229285434037607
95076,36.9199564,-121.7423434,953192.5217974507,13014.481036447849,0.14084994866818065
49508,42.8683658,-85.63320929999998,952198.98,15320.349570859304,0.07321496614678936
90250,33.912780700000006,-118.3520389,947191.87,13998.213267090876,0.12503858675468665
75098,33.0215727,-96.5143087,941251.0798122056,21132.02514679337,0.11662059372989513
33157,25.6085924,-80.3380213,941000.053655266,18057.47172049473,0.1097135120068846
8753,39.9741059,-74.1592278,937438.8866532528,22439.1319765068,0.08642515225893008
33411,26.7044143,-80.19866490000003,937187.8604963112,18957.020905816542,0.10653772465040548
30047,33.868052299999995,-84.1118458,936806.6867873906,18463.26999664767,0.1095345618296507
38401,35.66032720000001,-87.02244420000002,936097.5989268944,14937.443518331529,0.08396111098660586
90805,33.86406470000001,-118.1766294,932782.03,11601.288963260771,0.12503858675468665
78233,29.560052,-98.3636131,931245.58,14466.407458247542,0.10663021989030452
85711,32.2107257,-110.8850949,931128.3,12286.982109524617,0.11507082210781758
33991,26.6309755,-82.00801400000002,928880.8,15443.994780677402,0.10815345035338923
93065,34.2774306,-118.7897558,926457.1026156931,26043.563441275444,0.12503858675468665
34711,28.5366442,-81.71305219999998,924951.857813548,17231.360638031132,0.1276817157299975
43302,40.5518645,-83.12200740000002,923479.9664654596,12481.431465595913,0.10379944505234122
30066,34.019884399999995,-84.5117321,923422.0724346072,25651.08984434033,0.11489190315710687
92626,33.68341420000001,-117.9073244,920879.2000000002,21866.251981111043,0.12503858675468665
34668,28.3031034,-82.7023383,920329.1482226695,9752.815880241209,0.13172095002078318
91710,34.0120229,-117.6786847,917665.5667337356,15830.108613952561,0.12503858675468665
90630,33.816539,-118.0361736,917191.38,24375.92438480612,0.13377427551693968
32765,28.6777437,-81.19679579999998,916599.3896713607,20866.536957177592,0.11912933733559433
28027,35.4002721,-80.6548882,916348.36351442,20469.540091999643,0.1069114678091177
92867,33.8186385,-117.8282121,915955.66,22427.170212287998,0.13377427551693968
92503,33.8833867,-117.4438924,915692.5352112668,14347.329712845632,0.11162154705766428
43701,39.98560690000001,-81.909826,915600.8316566064,13085.654529770141,0.1157853927761417
92376,34.1063841,-117.3703189,914688.8866532523,9957.610383237648,0.13643687200918286
75040,32.936887199999994,-96.6317461,913178.551307846,14718.977140356194,0.10906124036871738
28269,35.3352529,-80.7990185,912392.71,20932.310184663893,0.10984428755822763
92691,33.6062809,-117.6728185,912276.35,26009.832394603,0.13143585163902471
92509,33.999605200000005,-117.4321452,911846.532528504,12096.052688972815,0.13695023269969595
76244,32.9458766,-97.276076,909916.5794768608,2810.609293237067,0.10376530874215777
93550,34.3579404,-118.0654445,905535.6270959087,10054.619292930642,0.12503858675468665
43015,40.298702,-83.06772440000002,904758.9201877924,20212.409774045358,0.10793976575984504
90620,33.8428724,-118.0127534,904577.84,18599.97750094208,0.13377427551693968
31907,32.4559867,-84.87763919999998,904112.3608316571,12144.254807344756,0.11905033950131624
90044,33.9478802,-118.29358909999998,900143.61,7774.718887490393,0.13463911190052275
43130,39.7047822,-82.605118,899576.7203219313,14555.558368306194,0.10834608519430784
92870,33.880241600000005,-117.8604472,899329.2700000001,21467.19810504872,0.13377427551693968
73120,35.578861,-97.5788975,897098.38,19366.992993337928,0.09966131275640516
32952,28.294900800000004,-80.66598420000003,896899.7599999999,23660.230571902823,0.10653772465040548
34787,28.4385186,-81.6254283,896691.2877263573,17959.62604431135,0.1276817157299975
23464,36.7973473,-76.18996609999998,896662.9600000002,19140.25804668389,0.05527513117333998
92114,32.7040143,-117.04998590000002,895103.6083165664,13385.35821374536,0.13783311652336278
43207,39.9119721,-82.97166170000001,895044.48,11922.889974304448,0.1220534850947148
30349,33.620038,-84.5327038,893873.4741784033,14365.92810863584,0.1186466820098455
30906,33.380425,-81.97529949999998,892286.2508383634,10099.373865761585,0.12378072094696255
87114,35.1958704,-106.6939803,891335.4057679405,18303.58629083297,0.1292278824704864
2360,41.88046370000001,-70.645473,889106.2575452715,22129.324358906008,0.15173600252269373
34609,28.4784286,-82.50775929999998,888368.4507042251,12637.836839128446,0.1276967183030197
30040,34.20411729999999,-84.17516479999998,885198.1824278999,24851.32903957697,0.1099951872495646
90638,33.904554299999994,-118.0127534,884677.3700000001,19175.618379172447,0.12503858675468665
33710,27.791959,-82.723924,884654.29,16751.35064063453,0.13172095002078318
11746,40.8126648,-73.35908020000002,883977.3172367541,29611.546352878053,0.14582633804894596
8527,40.0918895,-74.35874729999998,883041.2877263582,24715.37211354611,0.08642515225893008
60411,41.5154536,-87.55936129999998,881203.0382293756,12352.407303564056,0.09615072292925614
60629,41.7727709,-87.7123355,881152.6600000001,10703.63956775168,0.09615072292925614
33771,27.9046811,-82.76168220000002,880115.59,10817.25191862998,0.13172095002078318
87112,35.1030501,-106.5171626,879882.85,15956.470401982378,0.13415147163807442
48066,42.50007189999999,-82.9394002,879128.122065727,14092.439963703891,0.1042913244483434
95355,37.67045039999999,-120.9302603,876942.5083836352,17267.280993294575,0.17956555966994198
70122,30.008721,-90.06533409999999,875904.8099999998,11118.616860383701,0.09505552804696896
32703,28.65391649999999,-81.54867279999998,875731.3682092552,14087.100006492525,0.1276817157299975
93727,36.7486376,-119.70785320000002,874037.9799999996,11825.463018657756,0.14084994866818065
33147,25.84791,-80.2377078,873986.33,9303.580401849445,0.10653772465040548
96150,38.8864448,-119.9971769,872961.7236753851,6594.767320085929,0.14023882538612606
30101,34.0512519,-84.72110740000002,872247.5452716296,23783.167638349918,0.11935375588052365
74133,36.0428053,-95.8881542,870333.3200000002,23596.65412079053,0.09069366666399507
96161,39.3021948,-120.2051096,870086.0160965795,11894.190829765324,0.14381372519393296
78227,29.41040379999999,-98.63256109999999,869264.37,9217.523297957769,0.10663021989030452
93308,35.5217431,-118.9062794,869010.1140174372,14038.972905981276,0.13294426771143364
48180,42.21640770000001,-83.2720082,868868.9600000002,13849.721959100918,0.1042913244483434
92504,33.9012386,-117.3910247,868218.83,13457.12190858715,0.13695023269969595
34759,28.1026718,-81.4498717,867750.3487592221,10098.319025522042,0.13172095002078318
23456,36.735820200000006,-76.02758589999998,867707.270288397,23241.416962974414,0.05527513117333998
32808,28.5775287,-81.4388858,867214.42,10059.849160443737,0.12211416861450965
38109,35.0277217,-90.1401381,866288.6384976528,10306.096364338757,0.07361393664047376
91911,32.6059744,-117.0441009,865989.4433266262,13648.399559030833,0.13783311652336278
30263,33.3786293,-84.8984775,865733.7826961762,15571.102758074252,0.11497017223681386
21122,39.12914019999999,-76.4794435,864773.6686787384,25659.74920760697,0.09509180845091172
92630,33.6447519,-117.6845508,864300.0299999998,25693.6833327701,0.13143585163902471
95747,38.7902545,-121.3770336,863760.2951039568,23035.27246963563,0.14334534269373675
48224,42.40752699999999,-82.9447782,861912.3205902077,9771.94237044038,0.1042913244483434
90706,33.882239299999995,-118.1239717,860805.0500000002,13907.766246818508,0.12503858675468665
45385,39.6779549,-83.91089680000002,859528.940308518,17102.91956399173,0.09215254995204286
95608,38.6272793,-121.3198491,858954.6344735081,18956.07600390454,0.13492272948773268
30075,34.0586259,-84.38574419999998,857729.1348088532,35060.593612690915,0.11079179311455913
11758,40.666393,-73.47105400000002,857449.3896713618,31789.942922459297,0.14582633804894596
92562,33.5262326,-117.33814270000002,856995.5063715634,19188.6279901416,0.13143585163902471
94509,38.00838020000001,-121.7993168,856976.0563380282,15547.169253191114,0.14084994866818065
28562,35.121795500000005,-77.17152279999998,856277.1495640498,15718.249723573641,0.11319062753321565
33322,26.1544576,-80.2711588,855399.4000000003,17745.864071002165,0.10653772465040548
32514,30.5327462,-87.2120599,854262.14,13608.997165699617,0.13688401341213807
85032,33.6364503,-112.0118669,853579.3024815568,16695.939589218906,0.12933129297097806
37075,36.3233083,-86.60062490000001,852479.3158953716,21090.541869177807,0.08266966752485612
11706,40.7360384,-73.2411506,850949.9865861838,19838.86812273156,0.14582633804894596
49525,43.03149560000001,-85.58179109999998,850938.6000000002,21951.085673593105,0.07321496614678936
78209,29.4854054,-98.4513272,850938.1099999995,28522.495420567906,0.10663021989030452
32137,29.6250683,-81.2188355,850510.9188464113,13534.692313793923,0.10653772465040548
48205,42.42907719999999,-82.97703709999998,850438.6653252848,7511.476716993983,0.1042913244483434
33414,26.6374761,-80.24328390000002,849232.1596244127,24017.602833314715,0.10653772465040548
87110,35.1009909,-106.57019270000002,848794.36,15963.964832715681,0.13415147163807442
93306,35.4516124,-118.7897558,848498.9872568746,12889.630513880504,0.13294426771143364
92840,33.7876938,-117.9336874,848472.8600000001,13929.74380119446,0.13377427551693968
43123,39.8762258,-83.05761559999998,848136.8075117378,19979.7340305354,0.10649795611691742
29720,34.7321261,-80.7657804,847466.1636485574,11055.621489541929,0.12282204194851346
75035,33.1541165,-96.7601057,847432.3541247477,28591.759258090973,0.1139726279166153
33615,28.0003221,-82.5889012,846026.2200000002,15704.480657261867,0.11500945105600087
37129,35.9173416,-86.4490926,845560.2951039573,18387.03386758446,0.06672349331027366
90280,33.9432948,-118.188329,845346.71,10806.597874909954,0.12503858675468665
45044,39.5038205,-84.39392240000002,845097.142857143,16679.46045208436,0.0823591971574701
30188,34.1280759,-84.44877199999998,844412.1395036888,22406.30477281405,0.10831069357170572
27406,36.01964990000001,-79.7624177,843485.83501006,12533.456445499309,0.1061956694439708
92882,33.84374830000001,-117.6082774,843442.300469483,17923.863951587966,0.09933355267465174
90815,33.7963296,-118.1181199,843378.6600000001,24770.588855611208,0.12503858675468665
34224,26.9288268,-82.31262939999998,843303.24,9037.57522411329,0.10815345035338923
33764,27.9385015,-82.74010870000002,843226.7300000002,17372.74011228946,0.13172095002078318
33467,26.5861576,-80.17634670000002,842954.6076458748,19318.780855597444,0.10653772465040548
45601,39.3145284,-82.95015579999998,842949.9731723677,13001.147401542132,0.13456094615963307
95687,38.3286205,-121.9359339,842790.6505700869,18434.05703883495,0.14084994866818065
92880,33.8998939,-117.6317494,842597.518443997,20232.82861664653,0.09933355267465174
45840,41.0462307,-83.6561215,840614.7619047615,17809.760835955545,0.11347902036811107
92314,34.2296046,-116.8556955,835943.8832997992,9287.33969691006,0.1786304557542834
27610,35.7482425,-78.5547283,835292.6894701542,12118.314114672192,0.11010141092935813
94553,37.9873593,-122.151897,833917.5922199867,25468.900308084565,0.14084994866818065
28655,35.854382,-81.82243620000001,833806.4386317899,10829.426485562586,0.09648470340336213
83709,43.5516566,-116.29879,832663.06,17920.805052564254,0.10295837110571514
91706,34.0812006,-117.98347379999998,830862.1900000002,11847.856538376147,0.12780108629675105
53511,42.5276281,-89.0752499,830501.388329979,13529.068997935783,0.12707264160630252
78586,26.0993063,-97.633113,830313.346747149,7289.838630588067,0.10178922028327764
92627,33.6496252,-117.9190418,829989.1900000002,17222.98839213136,0.12503858675468665
49546,42.9219281,-85.50972259999998,829396.08,24235.556994981183,0.07321496614678936
33161,25.8909628,-80.1819268,828998.73,11225.165872277043,0.10653772465040548
37064,35.89872340000001,-86.96240859999996,828976.6934942999,27085.53138118792,0.07860711992415036
61554,40.5325141,-89.64399240000002,828368.5781354797,15890.87386441452,0.0784887818912093
28645,36.0092311,-81.5596427,826834.6143527825,10859.990231222357,0.09027559447523388
37122,36.1897975,-86.4794359,826414.5405767944,22343.28825086628,0.07938886663194146
91910,32.638513399999994,-117.0617553,826322.8370221328,16013.374343684864,0.13783311652336278
60617,41.7246539,-87.5494745,825700.0499999998,11509.390018418397,0.09615072292925614
78245,29.39781439999999,-98.7371039,823398.960429242,13137.560598821467,0.10663021989030452
75056,33.0787106,-96.9101806,823312.3474178406,26230.288995235307,0.10376530874215777
33162,25.9260794,-80.1819268,823109.6300000001,11755.288867452173,0.10653772465040548
94533,38.249362700000006,-122.0399969,823046.5057008712,15208.260923538835,0.14084994866818065
32905,28.0298719,-80.60493740000003,822636.5099999999,11597.189367868139,0.10653772465040548
65802,37.1953893,-93.3892894,822120.2012072436,10942.691032301784,0.10455567761753527
75228,32.8276924,-96.679851,821212.890677397,10716.355561899896,0.10906124036871738
92553,33.924658,-117.2499749,820706.6599597586,9858.147757792789,0.15277864291379695
62040,38.7157973,-90.1307797,820489.4433266264,15145.144575282957,0.0784887818912093
85374,33.657298,-112.4649083,819288.0281690138,11893.569380223138,0.12933129297097806
33020,26.0181766,-80.1596041,819129.7500000001,12622.17297781219,0.10653772465040548
37167,35.96321330000001,-86.5299673,818433.9771965131,17896.54987632294,0.06954376175443412
97206,45.485637200000006,-122.5946256,818126.77,15526.245482813682,0.05773856246981358
33142,25.812779100000004,-80.2377078,817833.2499999999,7878.26044557655,0.10653772465040548
90808,33.8197825,-118.1064156,817615.44,27799.629969658927,0.12503858675468665
85225,33.3091946,-111.8210866,817382.1596244131,16658.813808909894,0.1145613318923178
29681,34.7692466,-82.2365981,816885.19785379,25552.74816407331,0.12762035171578875
14224,42.84104489999999,-78.7362845,816479.1300000001,19154.282007571008,0.09503212451951
14094,43.17139479999999,-78.67958359999999,816064.956405097,16469.921012118582,0.09503212451951
92399,34.059354299999995,-117.0087877,812624.6680080483,17677.375869672658,0.12503858675468665
32828,28.5374094,-81.1747498,812523.2394366198,19694.86726214129,0.11912933733559433
93063,34.275113,-118.7095413,812518.6049631125,24846.586487878452,0.12503858675468665
75025,33.086937899999995,-96.7601057,810820.2280348755,34084.49917527393,0.1139726279166153
85326,33.3072204,-112.5721881,810627.0959087863,12796.437249782419,0.12933129297097806
46360,41.6985831,-86.8822445,810607.6458752517,13864.003392550145,0.11927508769959393
43055,40.1157418,-82.32348429999998,810332.5352112667,13958.42432681822,0.11493721924313333
97045,45.3394369,-122.54338,809685.97585513,18706.62026129792,0.05773856246981358
29072,33.9989114,-81.27390729999998,809420.5902079144,21834.178549812368,0.1336225304726494
40601,38.2481018,-84.8984775,808364.1381623073,14562.477908243554,0.10120894827249853
30058,33.7344959,-84.1118458,808166.3715627103,13970.707998866748,0.11333367989301038
94591,38.1256242,-122.1973081,806931.1468812875,22405.50382715584,0.14084994866818065
92692,33.6147846,-117.637617,806389.93,31389.508512981236,0.13143585163902471
28025,35.3898417,-80.5216184,805237.4044265596,15967.598230268513,0.10958875924922176
33134,25.7564662,-80.2711588,804586.2200000002,25400.081268688595,0.10653772465040548
27587,35.99896320000001,-78.58879509999998,804557.0355466128,24085.26010776593,0.11972568982116967
33948,26.978338800000003,-82.14960490000001,804402.6599999998,11271.39961148014,0.10815345035338923
27284,36.13227070000001,-80.07584250000002,804397.7129443325,19505.894301470587,0.10814905906677393
92028,33.382650500000004,-117.2440957,804006.8142186445,16041.619239170395,0.13143585163902471
75150,32.824634,-96.6317461,803987.8202548628,13970.695351609058,0.10906124036871738
78641,30.5390145,-97.9374948,803365.3454057673,19776.507777401508,0.1058969739273507
92506,33.9415653,-117.3733989,802739.78,22868.539328651626,0.13695023269969595
44077,41.68389380000001,-81.22985299999998,801782.7565392355,18904.280221628225,0.10192437873800166
47150,38.26515420000001,-85.8690933,801517.3708920192,15431.615036231884,0.1182566904958064
40475,37.799041,-84.31212640000003,800566.5258215956,13321.107037256059,0.10857961373428048
75023,33.0603809,-96.733343,800021.3950368874,25485.336090821085,0.1139726279166153
87105,34.9568026,-106.6055534,799871.7974513748,9729.451213592232,0.14053913911452398
33013,25.8618743,-80.2711588,799766.1600000001,9409.924849344205,0.10653772465040548
73159,35.3886049,-97.57347829999999,799111.2399999999,13090.2726523888,0.09966131275640516
28110,35.0849752,-80.5216184,798429.0811535887,15194.868976471755,0.11795985070702004
32927,28.4676072,-80.82116959999998,798113.63,16367.655916275095,0.11912933733559433
15642,40.3184305,-79.7175517,797594.4802146213,21857.647838183988,0.09260252255389803
39564,30.4069394,-88.7686382,797416.1636485574,17443.976455942844,0.1274403248096311
78596,26.1385465,-97.991986,795515.3856472162,8147.947528350354,0.09187091845453296
38654,34.928493700000004,-89.83177289999998,795346.3380281684,20149.13943772304,0.06664705769261631
90745,33.8232001,-118.2585096,793887.15,16970.175420516673,0.13463911190052275
95206,37.9009213,-121.422761,793314.500335346,10634.265075995323,0.14084994866818065
91335,34.2035088,-118.5389414,793300.1408450694,13568.91129997445,0.15384016219219504
85706,32.148565600000005,-110.9625854,793141.0699999998,10083.875781122642,0.11507082210781758
99301,46.3537739,-118.9197656,791529.5103957077,13240.71266002845,0.08579430122217922
43026,40.01616,-83.1756188,791177.5117370889,25167.233482051943,0.10258212521253918
29445,33.0026132,-79.99759159999998,790637.0154258881,15929.824289019929,0.13707861270814947
91789,34.013076899999994,-117.84286509999998,790418.74,23385.24167227652,0.12503858675468665
32771,28.800557,-81.30693149999998,789286.0026827629,17351.070875689657,0.12063371870346686
46227,39.68016739999999,-86.12428809999999,788877.63,13483.798076586203,0.09501836580398522
77845,30.5368372,-96.3013432,788759.8658618367,21791.65971228902,0.11144312121983252
46237,39.6788037,-86.08354150000002,786236.8200000002,20381.18274278215,0.09501836580398522
78240,29.5269768,-98.61057029999999,786231.6499999998,16067.612764375575,0.10663021989030452
75043,32.8493511,-96.5890166,786048.5714285716,16385.754948875958,0.10906124036871738
92201,33.7140561,-116.21864879999998,785483.5345405767,10408.115920229026,0.12731844455450922
94550,37.6536947,-121.6739371,785179.7048960428,32126.39402081201,0.14084994866818065
63026,38.494606,-90.45967209999999,784940.9300000002,23801.63915329526,0.10574850501870632
60440,41.6948876,-88.08030509999998,784301.5694164993,19784.78284288711,0.09615072292925614
91770,34.06173649999999,-118.0830047,784260.9300000002,12747.475369180476,0.12503858675468665
91765,33.9945546,-117.81355790000002,784057.03,25415.93288417246,0.12503858675468665
63021,38.557323,-90.5352356,783520.2280348764,29351.446899273044,0.11342645676475036
94587,37.5952304,-122.043969,782704.6210596915,23936.048794522125,0.14084994866818065
34293,27.0236113,-82.33433749999998,780094.2991281016,12044.334020181206,0.10815345035338923
